book_id,title,original_title,books_count,authors,average_rating,image_url,small_image_url
134,"City of Glass (The Mortal Instruments, #3)",City of Glass,122,Cassandra Clare,4.34,https://images.gr-assets.com/books/1369452339m/3777732.jpg,https://images.gr-assets.com/books/1369452339s/3777732.jpg
135,"A Storm of Swords (A Song of Ice and Fire, #3)",A Storm of Swords,175,George R.R. Martin,4.54,https://images.gr-assets.com/books/1497931121m/62291.jpg,https://images.gr-assets.com/books/1497931121s/62291.jpg
136,Divine Secrets of the Ya-Ya Sisterhood,Divine Secrets of the Ya-Ya Sisterhood,75,Rebecca Wells,3.79,https://images.gr-assets.com/books/1408313524m/137791.jpg,https://images.gr-assets.com/books/1408313524s/137791.jpg
137,"Outlander (Outlander, #1)",Outlander,189,Diana Gabaldon,4.2,https://images.gr-assets.com/books/1402600310m/10964.jpg,https://images.gr-assets.com/books/1402600310s/10964.jpg
138,The Scarlet Letter,The Scarlet Letter,1579,"Nathaniel Hawthorne, Thomas E. Connolly, Nina Baym",3.37,https://images.gr-assets.com/books/1404810944m/12296.jpg,https://images.gr-assets.com/books/1404810944s/12296.jpg
139,"Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children, #1)",Miss Peregrine’s Home for Peculiar Children,155,Ransom Riggs,3.89,https://images.gr-assets.com/books/1472782916m/9460487.jpg,https://images.gr-assets.com/books/1472782916s/9460487.jpg
140,"The Girl Who Kicked the Hornet's Nest (Millennium, #3)",Luftslottet som sprängdes,193,"Stieg Larsson, Reg Keeland",4.2,https://images.gr-assets.com/books/1327708260m/6892870.jpg,https://images.gr-assets.com/books/1327708260s/6892870.jpg
141,The Martian,The Martian,148,Andy Weir,4.39,https://images.gr-assets.com/books/1413706054m/18007564.jpg,https://images.gr-assets.com/books/1413706054s/18007564.jpg
142,"The Pillars of the Earth (The Kingsbridge Series, #1)",The Pillars of the Earth,255,Ken Follett,4.29,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
143,All the Light We Cannot See,Abc,139,Anthony Doerr,4.31,https://images.gr-assets.com/books/1451445646m/18143977.jpg,https://images.gr-assets.com/books/1451445646s/18143977.jpg
144,"Unbroken: A World War II Story of Survival, Resilience, and Redemption","Unbroken: A World War II Story of Survival, Resilience, and Redemption",16,Laura Hillenbrand,4.4,https://images.gr-assets.com/books/1327861115m/8664353.jpg,https://images.gr-assets.com/books/1327861115s/8664353.jpg
145,Deception Point,Deception Point,180,Dan Brown,3.67,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
146,The Goldfinch,The Goldfinch,108,Donna Tartt,3.87,https://images.gr-assets.com/books/1451554970m/17333223.jpg,https://images.gr-assets.com/books/1451554970s/17333223.jpg
147,Thirteen Reasons Why,Thirteen Reasons Why,150,Jay Asher,4.02,https://images.gr-assets.com/books/1333822506m/1217100.jpg,https://images.gr-assets.com/books/1333822506s/1217100.jpg
148,Girl with a Pearl Earring,Girl with a Pearl Earring,169,Tracy Chevalier,3.85,https://images.gr-assets.com/books/1327197580m/2865.jpg,https://images.gr-assets.com/books/1327197580s/2865.jpg
149,"If I Stay (If I Stay, #1)",If I Stay,130,Gayle Forman,3.96,https://images.gr-assets.com/books/1347462970m/4374400.jpg,https://images.gr-assets.com/books/1347462970s/4374400.jpg
150,The Red Tent,The Red Tent,80,Anita Diamant,4.16,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
151,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",The Sea of Monsters,121,Rick Riordan,4.23,https://images.gr-assets.com/books/1400602661m/28186.jpg,https://images.gr-assets.com/books/1400602661s/28186.jpg
152,Dear John,Dear John,111,Nicholas Sparks,4.01,https://images.gr-assets.com/books/1397749854m/5526.jpg,https://images.gr-assets.com/books/1397749854s/5526.jpg
153,"City of Ashes (The Mortal Instruments, #2)",City of Ashes,125,Cassandra Clare,4.21,https://images.gr-assets.com/books/1432730356m/1582996.jpg,https://images.gr-assets.com/books/1432730356s/1582996.jpg
154,Macbeth,The Tragedy of Macbeth,1732,William Shakespeare,3.88,https://images.gr-assets.com/books/1459795224m/8852.jpg,https://images.gr-assets.com/books/1459795224s/8852.jpg
155,"The Two Towers (The Lord of the Rings, #2)",The Two Towers,453,J.R.R. Tolkien,4.42,https://images.gr-assets.com/books/1298415523m/15241.jpg,https://images.gr-assets.com/books/1298415523s/15241.jpg
156,"Something Borrowed (Darcy & Rachel, #1)",Something Borrowed,65,Emily Giffin,3.83,https://images.gr-assets.com/books/1305063535m/42156.jpg,https://images.gr-assets.com/books/1305063535s/42156.jpg
157,Green Eggs and Ham,Green Eggs and Ham,72,"Dr. Seuss, לאה נאור",4.29,https://images.gr-assets.com/books/1468680100m/23772.jpg,https://images.gr-assets.com/books/1468680100s/23772.jpg
158,"Charlie and the Chocolate Factory (Charlie Bucket, #1)",Charlie and the Chocolate Factory,338,"Roald Dahl, Quentin Blake",4.1,https://images.gr-assets.com/books/1309211401m/6310.jpg,https://images.gr-assets.com/books/1309211401s/6310.jpg
159,"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",The Battle of the Labyrinth,92,Rick Riordan,4.39,https://images.gr-assets.com/books/1443142158m/2120932.jpg,https://images.gr-assets.com/books/1443142158s/2120932.jpg
160,Great Expectations,Great Expectations,1725,Charles Dickens,3.75,https://images.gr-assets.com/books/1327920219m/2623.jpg,https://images.gr-assets.com/books/1327920219s/2623.jpg
161,"The Return of the King (The Lord of the Rings, #3)",The Return of the King,470,J.R.R. Tolkien,4.51,https://images.gr-assets.com/books/1389977161m/18512.jpg,https://images.gr-assets.com/books/1389977161s/18512.jpg
162,The Stranger,L’Étranger,675,"Albert Camus, Matthew    Ward",3.96,https://images.gr-assets.com/books/1349927872m/49552.jpg,https://images.gr-assets.com/books/1349927872s/49552.jpg
163,"The Lost Hero (The Heroes of Olympus, #1)",The Lost Hero,72,Rick Riordan,4.35,https://images.gr-assets.com/books/1464201003m/7736182.jpg,https://images.gr-assets.com/books/1464201003s/7736182.jpg
164,Eleanor & Park,Eleanor & Park,103,Rainbow Rowell,4.11,https://images.gr-assets.com/books/1341952742m/15745753.jpg,https://images.gr-assets.com/books/1341952742s/15745753.jpg
165,"A Feast for Crows (A Song of Ice and Fire, #4)",A Feast for Crows,176,George R.R. Martin,4.1,https://images.gr-assets.com/books/1429538615m/13497.jpg,https://images.gr-assets.com/books/1429538615s/13497.jpg
166,"Matched (Matched, #1)",Matched,84,Ally Condie,3.68,https://images.gr-assets.com/books/1367706191m/7735333.jpg,https://images.gr-assets.com/books/1367706191s/7735333.jpg
167,"American Gods (American Gods, #1)",American Gods,196,Neil Gaiman,4.11,https://images.gr-assets.com/books/1258417001m/4407.jpg,https://images.gr-assets.com/books/1258417001s/4407.jpg
168,The Stand,The Stand,195,"Stephen King, Bernie Wrightson",4.34,https://images.gr-assets.com/books/1213131305m/149267.jpg,https://images.gr-assets.com/books/1213131305s/149267.jpg
169,The Last Song,The Last Song,95,Nicholas Sparks,4.14,https://images.gr-assets.com/books/1286549186m/6400090.jpg,https://images.gr-assets.com/books/1286549186s/6400090.jpg
170,Digital Fortress,Digital Fortress,185,Dan Brown,3.6,https://images.gr-assets.com/books/1360095966m/11125.jpg,https://images.gr-assets.com/books/1360095966s/11125.jpg
171,Emma,Emma,1710,"Jane Austen, Fiona Stafford",3.99,https://images.gr-assets.com/books/1373627931m/6969.jpg,https://images.gr-assets.com/books/1373627931s/6969.jpg
172,Anna Karenina,Анна Каренина,1492,"Leo Tolstoy, Louise Maude, Leo Tolstoj, Aylmer Maude",4.02,https://images.gr-assets.com/books/1352422904m/15823480.jpg,https://images.gr-assets.com/books/1352422904s/15823480.jpg
173,A Clockwork Orange,A Clockwork Orange,283,Anthony Burgess,3.98,https://images.gr-assets.com/books/1348339306m/227463.jpg,https://images.gr-assets.com/books/1348339306s/227463.jpg
174,The Shack,The Shack: Where Tragedy Confronts Eternity,134,William Paul Young,3.74,https://images.gr-assets.com/books/1344270232m/1812457.jpg,https://images.gr-assets.com/books/1344270232s/1812457.jpg
175,"The Last Olympian (Percy Jackson and the Olympians, #5)",The Last Olympian,87,Rick Riordan,4.5,https://images.gr-assets.com/books/1327924597m/4502507.jpg,https://images.gr-assets.com/books/1327924597s/4502507.jpg
176,It,It,7,Stephen King,4.18,https://images.gr-assets.com/books/1309376909m/18342.jpg,https://images.gr-assets.com/books/1309376909s/18342.jpg
177,Crime and Punishment,Преступление и наказание,1714,"Fyodor Dostoyevsky, David McDuff",4.18,https://images.gr-assets.com/books/1382846449m/7144.jpg,https://images.gr-assets.com/books/1382846449s/7144.jpg
178,The Bell Jar,The Bell Jar,246,Sylvia Plath,3.98,https://images.gr-assets.com/books/1473890514m/6514.jpg,https://images.gr-assets.com/books/1473890514s/6514.jpg
179,"Angela's Ashes (Frank McCourt, #1)",Angela's Ashes: A Memoir,184,Frank McCourt,4.07,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
180,Siddhartha,Siddhartha,972,"Hermann Hesse, Hilda Rosner",3.99,https://images.gr-assets.com/books/1428715580m/52036.jpg,https://images.gr-assets.com/books/1428715580s/52036.jpg
181,In Cold Blood,In Cold Blood,223,Truman Capote,4.05,https://images.gr-assets.com/books/1424931136m/168642.jpg,https://images.gr-assets.com/books/1424931136s/168642.jpg
182,"Beautiful Creatures (Caster Chronicles, #1)",Beautiful Creatures,119,"Kami Garcia, Margaret Stohl",3.76,https://images.gr-assets.com/books/1327873282m/6304335.jpg,https://images.gr-assets.com/books/1327873282s/6304335.jpg
183,"Clockwork Angel (The Infernal Devices, #1)",Clockwork Angel,103,Cassandra Clare,4.33,https://images.gr-assets.com/books/1454962884m/7171637.jpg,https://images.gr-assets.com/books/1454962884s/7171637.jpg
184,Matilda,Matilda,242,"Roald Dahl, Quentin Blake",4.29,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
185,The Night Circus,The Night Circus,119,Erin Morgenstern,4.03,https://images.gr-assets.com/books/1387124618m/9361589.jpg,https://images.gr-assets.com/books/1387124618s/9361589.jpg
186,"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",The Other Boleyn Girl,111,Philippa Gregory,4.04,https://images.gr-assets.com/books/1355932638m/37470.jpg,https://images.gr-assets.com/books/1355932638s/37470.jpg
187,"Uglies (Uglies, #1)",Uglies,98,Scott Westerfeld,3.86,https://images.gr-assets.com/books/1443904172m/24770.jpg,https://images.gr-assets.com/books/1443904172s/24770.jpg
188,"A Dance with Dragons (A Song of Ice and Fire, #5)",A Dance with Dragons,115,George R.R. Martin,4.31,https://images.gr-assets.com/books/1327885335m/10664113.jpg,https://images.gr-assets.com/books/1327885335s/10664113.jpg
189,"The Lord of the Rings (The Lord of the Rings, #1-3)",The Lord of the Rings,380,J.R.R. Tolkien,4.47,https://images.gr-assets.com/books/1411114164m/33.jpg,https://images.gr-assets.com/books/1411114164s/33.jpg
190,Wild: From Lost to Found on the Pacific Crest Trail,Wild: From Lost to Found on the Pacific Crest Trail ,101,Cheryl Strayed,3.96,https://images.gr-assets.com/books/1453189881m/12262741.jpg,https://images.gr-assets.com/books/1453189881s/12262741.jpg
191,Watchmen,Watchmen,90,"Alan Moore, Dave Gibbons, John Higgins",4.35,https://images.gr-assets.com/books/1442239711m/472331.jpg,https://images.gr-assets.com/books/1442239711s/472331.jpg
192,"The Name of the Wind (The Kingkiller Chronicle, #1)",The Name of the Wind,123,Patrick Rothfuss,4.55,https://images.gr-assets.com/books/1472068073m/186074.jpg,https://images.gr-assets.com/books/1472068073s/186074.jpg
193,Outliers: The Story of Success,Outliers: The Story of Success,120,Malcolm Gladwell,4.11,https://images.gr-assets.com/books/1344266315m/3228917.jpg,https://images.gr-assets.com/books/1344266315s/3228917.jpg
194,"Moby-Dick or, The Whale","Moby Dick; or, The Whale",1823,"Herman Melville, Andrew Delbanco, Tom Quirk",3.46,https://images.gr-assets.com/books/1327940656m/153747.jpg,https://images.gr-assets.com/books/1327940656s/153747.jpg
195,The Guernsey Literary and Potato Peel Pie Society,The Guernsey Literary and Potato Peel Pie Society,116,"Mary Ann Shaffer, Annie Barrows",4.12,https://images.gr-assets.com/books/1351979318m/2728527.jpg,https://images.gr-assets.com/books/1351979318s/2728527.jpg
196,Fight Club,Fight Club,162,Chuck Palahniuk,4.2,https://images.gr-assets.com/books/1357128997m/5759.jpg,https://images.gr-assets.com/books/1357128997s/5759.jpg
197,"Dead Until Dark (Sookie Stackhouse, #1)",Dead Until Dark,109,Charlaine Harris,3.96,https://images.gr-assets.com/books/1468560853m/301082.jpg,https://images.gr-assets.com/books/1468560853s/301082.jpg
198,The Color Purple,The Color Purple,155,Alice Walker,4.17,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
199,Marley and Me: Life and Love With the World's Worst Dog,Marley & Me: Life and Love with the World's Worst Dog,119,John Grogan,4.12,https://images.gr-assets.com/books/1308858322m/12691.jpg,https://images.gr-assets.com/books/1308858322s/12691.jpg
200,And Then There Were None,Ten Little Niggers,474,Agatha Christie,4.23,https://images.gr-assets.com/books/1391120695m/16299.jpg,https://images.gr-assets.com/books/1391120695s/16299.jpg
201,"The Lost Symbol (Robert Langdon, #3)",The Lost Symbol,208,Dan Brown,3.66,https://images.gr-assets.com/books/1358274396m/6411961.jpg,https://images.gr-assets.com/books/1358274396s/6411961.jpg
202,"Hush, Hush (Hush, Hush, #1)","Hush, Hush",91,Becca Fitzpatrick,4.0,https://images.gr-assets.com/books/1358261334m/6339664.jpg,https://images.gr-assets.com/books/1358261334s/6339664.jpg
203,"Beautiful Disaster (Beautiful, #1)",Beautiful Disaster,85,Jamie McGuire,4.15,https://images.gr-assets.com/books/1358259032m/11505797.jpg,https://images.gr-assets.com/books/1358259032s/11505797.jpg
204,A Christmas Carol,A Christmas Carol,2380,Charles Dickens,4.02,https://images.gr-assets.com/books/1406512317m/5326.jpg,https://images.gr-assets.com/books/1406512317s/5326.jpg
205,"Interview with the Vampire (The Vampire Chronicles, #1)",Interview with the Vampire,189,Anne Rice,3.97,https://images.gr-assets.com/books/1380631642m/43763.jpg,https://images.gr-assets.com/books/1380631642s/43763.jpg
206,"The Selection (The Selection, #1)",The Selection,93,Kiera Cass,4.15,https://images.gr-assets.com/books/1322103400m/10507293.jpg,https://images.gr-assets.com/books/1322103400s/10507293.jpg
207,"One for the Money (Stephanie Plum, #1)",One for the Money,109,Janet Evanovich,4.03,https://images.gr-assets.com/books/1316730230m/6853.jpg,https://images.gr-assets.com/books/1316730230s/6853.jpg
208,The Immortal Life of Henrietta Lacks,The Immortal Life of Henrietta Lacks,66,Rebecca Skloot,4.04,https://images.gr-assets.com/books/1327878144m/6493208.jpg,https://images.gr-assets.com/books/1327878144s/6493208.jpg
209,"The Silence of the Lambs  (Hannibal Lecter, #2)",The Silence of the Lambs,187,Thomas Harris,4.14,https://images.gr-assets.com/books/1390426249m/23807.jpg,https://images.gr-assets.com/books/1390426249s/23807.jpg
210,"Vampire Academy (Vampire Academy, #1)",Abc,132,Richelle Mead,4.14,https://images.gr-assets.com/books/1361098973m/345627.jpg,https://images.gr-assets.com/books/1361098973s/345627.jpg
211,Blink: The Power of Thinking Without Thinking,Blink: The Power of Thinking Without Thinking,116,Malcolm Gladwell,3.89,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
212,Atonement,Atonement,155,Ian McEwan,3.88,https://images.gr-assets.com/books/1320449708m/6867.jpg,https://images.gr-assets.com/books/1320449708s/6867.jpg
213,The Metamorphosis,Die Verwandlung,1316,"Franz Kafka, Stanley Corngold",3.78,https://images.gr-assets.com/books/1359061917m/485894.jpg,https://images.gr-assets.com/books/1359061917s/485894.jpg
214,"The Titan's Curse (Percy Jackson and the Olympians, #3)",The Titan's Curse,94,Rick Riordan,4.33,https://images.gr-assets.com/books/1361038385m/561456.jpg,https://images.gr-assets.com/books/1361038385s/561456.jpg
215,Ready Player One,Abc,112,Ernest Cline,4.31,https://images.gr-assets.com/books/1500930947m/9969571.jpg,https://images.gr-assets.com/books/1500930947s/9969571.jpg
216,The Art of Racing in the Rain,The Art of Racing in the Rain,90,Garth Stein,4.19,https://images.gr-assets.com/books/1377206302m/3153910.jpg,https://images.gr-assets.com/books/1377206302s/3153910.jpg
217,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America","The Devil in the White City: Murder, Magic, and Madness at the Fair that Changed America",70,"Erik Larson, Tony Goldwyn",3.98,https://images.gr-assets.com/books/1312066724m/21996.jpg,https://images.gr-assets.com/books/1312066724s/21996.jpg
218,"Bared to You (Crossfire, #1)",Bared to You,96,Sylvia Day,4.19,https://images.gr-assets.com/books/1477803272m/13572249.jpg,https://images.gr-assets.com/books/1477803272s/13572249.jpg
